Annotation of K4/K36 DHMSs for 18795 RefSeq genes. Expression data retrieved from in Mikkelson et.al. (2007),,,,,,,,,
,,,,,,,,,
RefSeq ID,symbol,chrom,txStart,txEnd,strand,K4 DHMS,K36 DHMS,expression in ESC,expression in NPC
NM_177087,4632412N22Rik,chr2,25475126,25478223,+,None,None,3.746213029,3.720893328
NM_177614,4632413K17Rik,chr14,118273482,119004997,+,None,None,45.31936178,186.3126632
NM_028883,4632415K11Rik,chr8,108165575,108171068,+,None,None,54.79318102,15.03327628
NM_026640,4632417K18Rik,chr3,108586124,108664578,-,None,None,275.7779539,1035.828634
NM_028725,4632417N05Rik,chr8,69626410,69635781,+,None,None,5.456469275,5.37233146
NM_199009,4632419K20Rik,chr7,102959340,102960299,+,None,None,249.0353297,72.74097032
NM_028732,4632428N05Rik,chr1,14154172,14295413,-,ES,None,10.63551278,9.862658156
NM_029849,4632433K11Rik,chr7,102971563,102972520,+,None,None,6.362399605,6.341854394
NM_001080995,4632434I11Rik,chr7,102995650,102996603,-,None,None,927.5462885,215.0422397
NM_001025156,4633402D15Rik,chr13,74503836,74528276,-,None,None,NA,NA
NM_177279,4732415M23Rik,chr8,69608955,69617083,-,None,None,10.18463462,5.615021225
NM_172698,4732418C07Rik,chr5,45987943,46145754,-,None,None,327.7197428,331.1566845
NM_145437,4732429D16Rik,chr15,39700676,39773831,-,None,None,4.212289231,4.170015117
NM_172753,4732435N03Rik,chr8,110277353,110292334,-,None,NP,4.746906308,363.8126997
NM_001081165,4732454E20Rik,chr14,73374994,73441014,+,None,None,5.503525625,5.462851485
NM_177717,4732456N10Rik,chr19,11696541,11707879,-,None,None,NA,NA
NM_178079,4732466D17Rik,chr1,186572713,186583824,-,ES,None,3.770174656,3.166253899
NM_176987,4732471D19Rik,chr17,8639918,8824821,+,None,None,131.948027,441.4169101
NM_175307,4732473B16Rik,chr11,74199678,74406353,-,ES,None,21.21577542,13.87372468
NM_177307,4732474A20Rik,chr2,25645161,25647546,+,None,None,14.26730492,8.002734396
NM_001024726,4732475C15Rik,chr7,103028614,103029566,-,None,None,NA,NA
NM_172540,4732479N06Rik,chrX,92509585,92559959,-,None,None,73.03524414,47.59528893
NM_001003667,4732484G22Rik,chr19,11510602,11530591,+,None,None,NA,NA
NM_172608,4732495E13Rik,chr19,11474745,11494074,+,None,None,135.2430351,166.8489128
NM_175497,4732495G21Rik,chr17,31114960,31205019,+,None,None,NA,NA
NM_172877,4732496O08Rik,chr5,44760380,45087955,-,None,None,195.5955892,234.4114207
NM_023247,4733401H18Rik,chr9,106750925,107090010,-,None,None,723.3846967,219.5807742
NM_027568,4733401H21Rik,chr15,76537994,76542345,+,None,None,5.492373801,5.465145891
NM_172788,4831416G18Rik,chr14,56378235,56472046,+,None,None,NA,NA
NM_172500,4831426I19Rik,chr1,135209846,135251758,-,ES,None,8.231908984,7.759716742
NM_172844,4831428F09Rik,chr13,82260628,82274494,+,None,None,NA,NA
NM_207281,4832428D23Rik,chr13,9875858,10360049,-,None,None,5.891578139,5.771349691
NM_175030,4833401D15Rik,chr11,4960378,4965303,-,ES,None,4.448416058,4.412813652
NM_029011,4833409A17Rik,chr10,61580752,61626575,-,ES,None,5.802063446,5.590084369
NM_001080710,4833413O15Rik,chr5,34058208,34099561,-,None,None,5.970421731,5.847174306
NM_198005,4833418A01Rik,chr3,83141464,83158218,+,None,None,622.6485817,203.757747
NM_026127,4833420G17Rik,chr17,25923598,25926687,-,None,None,432.3668819,245.5594796
NM_026347,4833421E05Rik,chr17,46968241,47062879,+,None,None,NA,NA
NM_029021,4833422F24Rik,chr3,88480069,88496243,-,None,None,3.476970285,3.464717845
NM_001081664,4833423E24Rik,chr3,10162383,10166417,-,None,None,6.607294055,6.573686629
NM_029425,4833424O15Rik,chr4,154703071,154707153,-,None,None,9.33280447,9.075601576
NM_001024606,4833426J09Rik,chr8,74303107,74310941,-,None,None,14.92486322,23.59578129
NM_178856,4833427B12Rik,chr8,79798579,80139711,+,None,ES,1036.955541,662.0043369
NM_177702,4833427G06Rik,chr12,71109416,71146222,-,ES,None,6.959265703,6.770031532
NM_001033482,4833430A08Rik,chr6,89106645,89111657,+,None,None,4.574646497,4.506033746
NM_198654,4833432M17Rik,chr13,92327625,92351124,-,None,None,NA,NA
NM_177377,4833436C18Rik,chr11,67244211,67501154,+,ES,None,NA,NA
NM_133797,4833439L19Rik,chr17,23801301,23869211,-,None,None,2319.065788,3019.811174
NM_177101,4833442J19Rik,chr11,78328490,78338931,+,ES,None,140.4149823,16.21503095
NM_001081328,4833446K15Rik,chr2,163314713,163336572,-,None,NP,9.342460605,53.11326572
NM_001009544,4921501E09Rik,chr2,101751039,101987216,-,None,None,5.06527483,5.024782527
NM_027600,4921504E06Rik,chr3,89545242,89554933,+,None,None,4.973832858,4.913020621
NM_025719,4921504I05Rik,chr1,74705098,74718526,+,ES,None,5.557715346,5.401873591
NM_030168,4921505C17Rik,chr19,11603893,11625511,+,None,None,465.2800936,244.05097
NM_025717,4921506I22Rik,chr3,103124800,103132975,+,None,None,NA,NA
NM_001033474,4921506J03Rik,chr14,56478938,56497276,+,None,None,419.5671576,2804.016835
NM_001037743,4921506M07Rik,chr17,23950831,23979009,-,None,None,6.23014644,6.076506475
NM_177890,4921507A12,chr7,103046512,103047456,-,None,None,NA,NA
NM_027564,4921507P07Rik,chr11,106584395,106595532,-,ES,None,7.596393864,7.58902652
NM_198655,4921509C19Rik,chr3,94923116,94966211,+,None,None,NA,NA
NM_027597,4921509E07Rik,chr17,8080699,8095301,+,None,None,NA,NA
NM_025724,4921510H08Rik,chr1,173274235,173301268,+,ES,None,6.943860483,6.813771134
NM_001081046,4921510J17Rik,chr15,76542530,76549428,-,None,None,4.1744787,4.157147932
NM_027580,4921511C04Rik,chr13,51657820,51663150,+,None,None,5.963483241,5.865856601
NM_027603,4921511H03Rik,chr6,13135610,13174965,-,None,None,3.656907733,3.626164848
NM_001081154,4921513D23Rik,chr2,174104013,174107040,-,None,None,185.3512095,139.5166169
NM_025725,4921513E08Rik,chr6,34875456,34908151,-,None,None,NA,NA
NM_025723,4921515J06Rik,chr4,46625490,46671299,-,None,None,4.675775767,4.645790924
NM_026338,4921517D21Rik,chr9,21550581,21603037,-,None,None,5.416814697,5.344562544
NM_183290,4921517D22Rik,chr17,46174653,46188731,+,None,None,4.563595298,4.53418987
NM_029773,4921517N04Rik,chr3,96663278,96679548,-,None,None,61.87426224,126.2125752
NM_025732,4921520G13Rik,chr6,142742425,142761724,-,None,None,4.007800406,3.991567229
NM_001038616,4921520P21Rik,chrX,8049340,8051922,+,None,None,NA,NA
NM_027582,4921521F21Rik,chr13,54602560,54620894,-,None,None,5.850065064,5.700193041
NM_027599,4921521K07Rik,chr6,89177886,89181720,-,None,None,5.019203381,4.967361937
NM_173449,4921523A10Rik,chr2,109718485,109815096,+,None,None,NA,NA
NM_025722,4921524J17Rik,chr8,33283962,33384138,-,None,None,NA,NA
NM_027602,4921525L17Rik,chr11,96857675,96865303,+,ES,None,NA,NA
NM_001001492,4921526F01Rik,chr2,73709288,73712133,-,None,None,6.46602402,6.408517499
NM_025729,4921526G09Rik,chrX,130317737,130355573,-,None,None,NA,NA
NM_027616,4921528I01Rik,chr2,84566225,84576243,-,None,None,NA,NA
NM_027622,4921530G04Rik,chr15,66209527,66330510,-,None,None,11.80738237,6.35666755
NM_025733,4921530L21Rik,chr18,37118440,37313631,+,None,None,7.069537056,6.971784947
NM_026604,4921533L14Rik,chr13,24422586,24478476,+,None,None,510.6772668,727.749851
NM_026150,4921536K21Rik,chr1,182771713,182775076,+,ES,None,5.231947372,5.192399236
NM_028100,4921537D05Rik,chr14,28825176,28837905,-,None,None,634.4111209,469.3254009
NM_026256,4921537P18Rik,chr8,108782698,108784144,+,None,None,6.527198143,6.399158584
NM_199316,4922501C03Rik,chr9,44077839,44084595,+,None,None,NA,NA
NM_199034,4922502D21Rik,chr7,79695317,79715797,-,None,None,7.773379846,7.632590471
NM_153392,4922503N01Rik,chr11,100150496,100153086,+,ES,None,5.08442674,4.921427053
NM_001033547,4922505E12Rik,chr1,122168127,122170719,+,ES,None,7.139832314,6.844516107
NM_001039557,4922505G16Rik,chr3,54449053,54478960,+,None,None,NA,NA
NM_172895,4930401F20Rik,chr7,103060423,103061362,+,None,None,NA,NA
NM_198308,4930402E16Rik,chr12,4134075,4214096,+,ES,None,5.013343229,4.996687856
NM_001080709,4930402F06Rik,chr3,133247421,133315373,+,None,None,4.246122893,4.208743667
NM_029432,4930402H24Rik,chr3,79677315,79689576,+,None,NP,80.73982965,147.9774462
NM_001033170,4930403C10Rik,chr11,106079276,106083712,-,ES,None,5.403648559,5.310386553
NM_026128,4930403L05Rik,chrX,66720611,66737599,-,None,None,4.381356806,4.361946301
NM_028654,4930404H21Rik,chr7,103085682,103086665,+,None,None,5.481114207,5.405253269
NM_001014836,4930404N11Rik,chr1,141318137,141340167,+,ES,None,4.31391132,4.256771785
NM_001040136,4930408O21Rik,chr7,103093540,103094475,+,None,None,NA,NA
NM_175517,4930412F15Rik,chr5,140859814,140868019,+,None,None,10.56935154,9.512873609
NM_029107,4930417G10Rik,chr17,42256434,42339908,-,None,None,7.282523596,7.219803811
NM_177195,4930417M19Rik,chr5,52826111,52854528,-,None,None,NA,NA
NM_145692,4930418G15Rik,chr1,49189160,49284976,+,ES,None,8.187236776,7.950108514
NM_001081029,4930420K17Rik,chr6,86657403,86698988,-,None,None,134.7012463,189.8659614
NM_026251,4930424G05Rik,chr3,104909111,104914071,+,None,None,241.697788,6.994496281
NM_178388,4930425N13Rik,chr9,64830463,64880656,+,None,None,NA,NA
NM_134041,4930427A07Rik,chr1,4481008,4486494,-,ES,None,54.10651267,20.64156776
NM_001033799,4930428D18Rik,chrX,132395992,132423852,+,None,None,NA,NA
NM_153530,4930429A22Rik,chr13,64752381,64918679,-,None,None,16.94261101,12.19212902
NM_026248,4930430A15Rik,chr3,69404846,69643323,+,None,None,5.585957691,5.52129895
NM_001034856,4930430D24Rik,chrX,18636382,18638278,-,None,None,NA,NA
NM_028672,4930430E16Rik,chr15,91500990,91643891,+,None,None,NA,NA
NM_175128,4930430F08Rik,chr14,25865884,25934170,+,None,None,254.1768361,264.2209288
NM_029434,4930431B11Rik,chr9,78152739,78153838,-,None,None,113.2139239,77.62173854
NM_175032,4930431L04Rik,chr12,29261474,29268440,+,ES,None,NA,NA
NM_028671,4930432H15Rik,chrX,132088145,132089507,+,None,None,NA,NA
NM_029779,4930432J16Rik,chr10,25964867,26064601,-,ES,None,NA,NA
NM_028648,4930432K09Rik,chr6,124799858,124805894,-,None,None,4.306548659,4.275844502
NM_029045,4930432K21Rik,chr12,113067896,113089147,+,ES,None,10.94323016,5.566760662
NM_001025373,4930432O21Rik,chr2,38173316,38191737,+,None,None,44.0560851,92.03456309
NM_207248,4930433I11Rik,chr7,103194233,103195181,+,None,None,NA,NA
NM_029440,4930434E21Rik,chr6,3953986,3958436,+,None,None,5.051855141,5.009726672
NM_029112,4930438O03Rik,chr6,66826033,66950872,+,None,None,NA,NA
NM_029037,4930444A02Rik,chr12,36503190,36514346,+,ES,None,200.4170481,162.8815055
NM_029053,4930451C15Rik,chr10,42000999,42166980,-,ES,None,13.94372298,13.32395595
NM_183131,4930451I11Rik,chr11,99025139,99047107,-,ES,None,4.225019941,4.249298309
NM_028934,4930452B06Rik,chr10,39978745,39991274,-,ES,None,75.53117934,12.86883836
NM_026273,4930453N24Rik,chr2,126014185,126066044,-,None,None,644.3115764,657.1355579
NM_024273,4930455C21Rik,chr2,168325644,168433005,-,None,None,238.8295989,278.0027679
NM_029115,4930455F23Rik,chr13,97643444,97738249,+,None,None,61.60732864,28.55444903
NM_030047,4930458L03Rik,chr17,47190032,47197669,+,None,None,NA,NA
NM_133688,4930469P12Rik,chr7,44768415,44797532,-,None,None,NA,NA
NM_175675,4930471M23Rik,chr6,3944011,3947436,+,None,None,78.74279956,134.0049455
NM_001081012,4930473A06Rik,chr5,150287053,150349715,+,None,None,32.56488801,7.248043348
NM_175008,4930474N05Rik,chr18,37123853,37313631,+,None,None,NA,NA
NM_183109,4930478A21Rik,chr19,11340910,11350858,-,None,None,NA,NA
NM_001048145,4930481F22Rik,chr8,131245329,131389437,+,None,None,34.8767205,64.70060505
NM_175213,4930486G11Rik,chr9,24162455,24238321,-,None,None,40.72102164,8.529219435
NM_178098,4930486L24Rik,chr17,39670497,39672026,-,None,None,5.092692285,4.965031882
NM_207267,4930488E11Rik,chr13,41774121,41858462,-,ES,None,NA,NA
NM_001085508,4930500O05Rik,chr5,22257882,22787421,+,None,None,NA,NA
NM_001081096,4930500O09Rik,chr5,120692517,120702074,+,None,None,4.030913751,4.048803422
NM_029142,4930502E18Rik,chrX,71348635,71362489,+,None,None,6.821402643,6.4523584
NM_030052,4930503B16Rik,chr6,142344464,142361079,+,None,None,5.268546237,5.219057988
NM_029144,4930503B20Rik,chr4,135520057,135546973,+,None,None,8.12588859,8.110982371
NM_029131,4930503E14Rik,chr18,37216109,37313631,+,None,None,NA,NA
NM_172967,4930503L19Rik,chr2,76987396,77081431,-,None,None,244.1402207,290.0130506
NM_133858,4930504E06Rik,chr4,135275445,135293725,-,None,None,358.0605083,86.62123348
NM_207527,4930504O13Rik,chr15,74822132,74825143,-,None,None,4.703238521,4.58406925
NM_001100394,4930505A04Rik,chr15,74872271,74876085,-,None,None,NA,NA
NM_030188,4930506L13Rik,chr3,136608156,136873166,+,None,None,NA,NA
NM_175172,4930506M07Rik,chr10,126470238,126473210,-,ES,None,4.600062504,4.447039456
NM_021529,4930511A21Rik,chr17,33449213,33456005,+,None,None,NA,NA
NM_030025,4930511H11Rik,chr13,86518184,86520182,-,None,None,4.054596419,4.029070917
NM_026290,4930511I11Rik,chr2,26022222,26028565,-,None,None,4.559932516,4.493278305
NM_029070,4930511J11Rik,chr10,26670703,27306358,-,ES,None,3.783495754,3.750418488
NM_029141,4930511M11Rik,chr6,87743776,87745403,+,None,None,NA,NA
NM_026594,4930517K11Rik,chr2,114207858,114346369,-,None,None,1087.608723,7.235278872
NM_207275,4930517K23Rik,chr3,87944841,87971507,-,None,None,4.1011078,4.075483426
NM_175670,4930518C23Rik,chr4,126218306,126238573,-,None,None,NA,NA
NM_177191,4930518F03Rik,chr11,104002416,104007256,+,ES,None,NA,NA
NM_029170,4930519F16Rik,chrX,69938902,69968895,-,None,None,37.56842405,6.30502482
NM_026263,4930519G04Rik,chr6,48966212,48987694,+,None,None,6.298119838,6.173861463
NM_207204,4930519N13Rik,chr3,97743616,97758470,+,None,None,171.6581326,88.59658481
NM_029173,4930519N16Rik,chr1,166768322,166772185,-,ES,None,10.49785692,5.953461631
NM_029062,4930521A18Rik,chr13,54380973,54393538,+,None,None,6.693551398,6.571479998
NM_026260,4930521E07Rik,chr3,127862562,127888312,-,None,None,54.13530766,29.84736455
NM_026291,4930522H14Rik,chr5,65670631,65688342,+,None,None,4.083639048,4.033952923
NM_001009545,4930523C11Rik,chr17,56831329,56835110,-,None,None,NA,NA
NM_026262,4930524B15Rik,chr1,182729793,182735775,+,ES,None,4.413876123,4.384200731
NM_001081661,4930524E20Rik,chrX,11193698,11237013,-,None,None,NA,NA
NM_207276,4930525K10Rik,chr3,146666965,146750316,-,None,None,8.632387685,8.536431825
NM_199023,4930526D03Rik,chr11,115256634,115264358,+,ES,None,3.936192142,3.900760192
NM_175280,4930529M08Rik,chr3,31186648,31243618,+,None,None,3.702784435,3.684681379
NM_029202,4930532L20Rik,chr7,141413557,141484329,+,None,None,NA,NA
NM_181815,4930534B04Rik,chr17,79239082,79260138,-,None,None,135.9953969,52.27767411
NM_001081293,4930535B03Rik,chr4,102484313,102502500,+,None,None,286.1153725,369.8722408
NM_029212,4930535E21Rik,chr9,49092891,49159444,+,None,None,17.25471074,17.05832016
NM_029186,4930538D17Rik,chr10,115221393,115253725,+,ES,ES,NA,NA
NM_029198,4930538K18Rik,chr5,134940665,134973217,-,None,None,4.994155211,4.967764042
NM_172450,4930539E08Rik,chr2,35903961,35927417,-,None,ES,15.49276707,6.352592832
NM_029199,4930542N07Rik,chrX,44585984,44651355,+,None,None,4.83209805,4.770271773
NM_172430,4930544G21Rik,chr13,96532074,96545471,-,None,None,4.852118954,4.823451493
NM_029205,4930546H06Rik,chr2,181310641,181313033,+,None,None,6.122411786,6.090671455
NM_026652,4930547C10Rik,chr5,100682501,100740941,-,None,None,6.251811452,6.104510239
NM_029249,4930547N16Rik,chr14,53886979,53890043,+,None,None,272.9308197,57.03370542
NM_023773,4930548G07Rik,chr18,37269942,37313631,+,None,None,2050.439098,531.2777939
NM_026296,4930548H24Rik,chr6,124824062,124829536,-,None,None,12.64344125,10.1416972
NM_026300,4930549C01Rik,chr5,29560588,29709177,-,None,None,5.790176201,5.916222527
NM_029247,4930550C14Rik,chr12,3247429,3309933,-,ES,None,8.270689661,7.82988553
NM_023774,4930550L24Rik,chrX,131560336,131561877,-,None,None,4.595001418,4.575540494
NM_175393,4930555G01Rik,chr18,37390971,37393426,+,None,None,NA,NA
NM_030189,4930555I21Rik,chr5,144353962,144441731,+,None,None,3.772881086,3.753089026
NM_029236,4930556P03Rik,chr19,11585603,11597448,+,None,None,88.1899642,62.79180953
NM_026668,4930558O21Rik,chr4,46008561,46055857,+,None,ES,NA,NA
NM_177616,4930562D19Rik,chr15,74935415,74939204,-,None,None,NA,NA
NM_029252,4930563D23Rik,chr2,130597936,130721765,+,None,None,6.476254406,6.320867412
NM_027725,4930563E19Rik,chr13,27101654,27107720,+,None,None,NA,NA
NM_183111,4930563M21Rik,chr9,45181287,45504708,+,None,None,NA,NA
NM_029232,4930563P21Rik,chr3,110376601,110379054,-,None,None,4.369708582,4.33255097
NM_029245,4930564N15Rik,chr11,5727863,5737763,-,ES,None,NA,NA
NM_029468,4930566A11Rik,chr8,3515383,3544266,+,None,None,10.98839311,41.82662691
NM_001033807,4930567H17Rik,chrX,131412929,131414474,-,None,None,NA,NA
NM_026353,4930570C03Rik,chr19,11536516,11549237,+,None,None,NA,NA
NM_198607,4930572J05Rik,chr10,40319450,40338387,+,ES,None,13.07908007,12.8303814
NM_001081057,4930573I19Rik,chr17,44855470,44897288,-,None,None,112.9263492,102.2003269
NM_175228,4930578C19Rik,chrX,131485408,131486803,+,None,None,7.782128482,7.640813025
NM_026359,4930578I06Rik,chr18,37537647,37540488,+,None,None,6.322751571,6.259014895
NM_001077684,4930578N16Rik,chr3,107363586,107367763,-,None,None,12.86166475,12.74885546
NM_175672,4930579C12Rik,chr9,106226732,106233822,+,None,None,NA,NA
NM_027089,4930579C15Rik,chr5,74874143,74959521,-,None,None,6.521742432,6.361204226
NM_178629,4930579E17Rik,chr1,87481220,87540619,+,ES,None,3.446219733,3.431289578
NM_133689,4930579J09Rik,chr3,54984999,55003816,-,None,None,5.303550376,5.197085549
NM_029472,4930583C14Rik,chr14,13139761,13148757,+,None,None,5.228183578,5.108373054
NM_026358,4930583H14Rik,chr11,87915443,88009095,+,ES,None,NA,NA
NM_001081428,4930589M24Rik,chr14,61630437,61715222,-,None,None,10.94393083,10.89634859
NM_198668,4930590J08Rik,chr7,15896983,15907814,+,None,None,NA,NA
NM_173435,4930595M18Rik,chrX,69736363,69748649,+,None,None,NA,NA
NM_001033766,4930596D02Rik,chr18,37547391,37551006,+,None,None,NA,NA
NM_028737,4931406B18Rik,chr7,103202308,103203268,+,None,None,3.206645387,3.187249256
NM_133732,4931406C07Rik,chr9,114537528,114572473,+,None,None,427.8306259,912.9485477
NM_175264,4931406H21Rik,chr18,37561594,37564628,+,None,NP,4.543690061,4.578972615
NM_025739,4931406I20Rik,chr5,147327452,147386878,-,None,None,3.519973744,3.493468791
NM_172741,4931406P16Rik,chr7,103211876,103212822,+,None,None,448.1282444,372.744417
NM_027631,4931407G18Rik,chr6,88867891,88877881,+,None,None,7.06233194,6.853030361
NM_029946,4931407K02Rik,chr19,11653650,11671849,-,None,None,NA,NA
NM_027627,4931408A02Rik,chr2,129791834,129794816,+,None,None,NA,NA
NM_001033764,4931408C20Rik,chr13,27249894,27257205,+,None,None,NA,NA
NM_177676,4931409K22Rik,chr6,134834852,134853414,-,None,None,NA,NA
NM_028890,4931414P19Rik,chr18,37568490,37572183,+,None,None,57.57431728,36.9761523
NM_025737,4931417E11Rik,chr7,81333912,81367438,-,None,None,4.978658027,4.936461221
NM_027633,4931417G12Rik,chr11,69550605,69574418,-,ES,None,8.304215431,8.054047652
NM_177698,4931420C21Rik,chr1,141626703,141675044,-,NP,NP,NA,NA
NM_028888,4931428F04Rik,chr12,36435958,36459996,+,ES,None,25.45773108,31.6267888
NM_027637,4931428L18Rik,chr13,90129513,90216716,-,None,None,4.814456769,4.764913493
NM_001081121,4931429I11Rik,chr12,77716801,77741356,-,ES,None,4.928299125,4.817113249
NM_027640,4931432M23Rik,chr8,96908532,96926168,-,None,None,5.450278722,5.381790629
NM_001048189,4931433A01Rik,chr5,124606056,124615289,-,None,None,11.73374805,11.37065894
NM_027644,4931440B09Rik,chr10,78386920,78387849,+,ES,None,NA,NA
NM_176829,4931440F15Rik,chr15,74589311,74590822,-,None,None,NA,NA
NM_198614,4932409I22Rik,chr1,165988533,166056949,+,ES,None,4.560110388,4.25653329
NM_172534,4932411E22Rik,chr15,74782907,74786586,+,None,None,NA,NA
NM_177711,4932411G14Rik,chr17,32143639,32151848,-,None,None,5.351821382,5.329804115
NM_177705,4932411N23Rik,chrX,131232214,131237445,+,None,None,NA,NA
NM_172879,4932412H11Rik,chr11,120300758,120304843,+,ES,None,NA,NA
NM_177230,4932413O14Rik,chr11,57987855,57995760,+,ES,None,NA,NA
NM_173764,4932414K18Rik,chr6,99658141,99659280,+,None,None,NA,NA
NM_183113,4932414N04Rik,chr3,95916026,95941158,-,None,None,6.513718139,6.357468375
