"DHMS regions identified for K27, K4, and K36",,,,,
,,,,,
"K27, ESC enriched","K27, NPC enriched","K4, ESC enriched","K4, NPC enriched","K36, ESC enriched","K36, NPC enriched"
chr4:138360000-138368000,chr19:12683000-12692000,chr2:38798000-38799000,chr7:124615000-124617000,chr13:35865000-35874000,chr11:62968000-62977000
chr4:138846000-138849000,chr19:12740000-12753000,chr2:38820000-38826000,chr7:128249000-128251000,chr13:40884000-40894000,chr11:67406000-67512000
chr4:139106000-139112000,chr19:12776000-12786000,chr2:43753000-43754000,chr7:132411000-132412000,chr13:40901000-40925000,chr11:71577000-71584000
chr4:139196000-139200000,chr19:12796000-12798000,chr2:44378000-44380000,chr7:133744000-133745000,chr13:40929000-40952000,chr11:71589000-71599000
chr4:139274000-139275000,chr19:12922000-12928000,chr2:49609000-49611000,chr7:134059000-134063000,chr13:40957000-40972000,chr11:71603000-71610000
chr4:139918000-139921000,chr19:14455000-14457000,chr2:49888000-49889000,chr7:134183000-134184000,chr13:43208000-43220000,chr11:76599000-76631000
chr4:140518000-140527000,chr19:14846000-14848000,chr2:51893000-51894000,chr7:134395000-134397000,chr13:43393000-43397000,chr11:77041000-77046000
chr4:140683000-140687000,chr19:14954000-14957000,chr2:51895000-51897000,chr7:135886000-135888000,chr13:44747000-44791000,chr11:77130000-77141000
chr4:140690000-140694000,chr19:17927000-17932000,chr2:52200000-52202000,chr7:136334000-136335000,chr13:44813000-44818000,chr11:86854000-86881000
chr4:140935000-140940000,chr19:22764000-22772000,chr2:54251000-54253000,chr7:137141000-137143000,chr13:44823000-44849000,chr11:98860000-98870000
chr4:141089000-141091000,chr19:26166000-26175000,chr2:55251000-55254000,chr7:144743000-144747000,chr13:44881000-44912000,chr11:100619000-100623000
chr4:141588000-141589000,chr19:35194000-35201000,chr2:56917000-56919000,chr7:144914000-144915000,chr13:50436000-50449000,chr11:107751000-107770000
chr4:141590000-141591000,chr19:43090000-43093000,chr2:56926000-56928000,chr8:6603000-6606000,chr13:51723000-51729000,chr11:107777000-107801000
chr4:142616000-142619000,chr19:43249000-43255000,chr2:57053000-57055000,chr8:7441000-7442000,chr13:52626000-52640000,chr11:107869000-107874000
chr4:146912000-146916000,chr19:43447000-43457000,chr2:58172000-58174000,chr8:10224000-10225000,chr13:52654000-52657000,chr11:108147000-108159000
chr4:146972000-146976000,chr19:54394000-54396000,chr2:59147000-59148000,chr8:11001000-11004000,chr13:53198000-53206000,chr11:110841000-110844000
chr4:147008000-147010000,chr19:54775000-54780000,chr2:59184000-59188000,chr8:13675000-13676000,chr13:60715000-60717000,chr11:117979000-118015000
chr4:147113000-147119000,chr19:54839000-54843000,chr2:59431000-59434000,chr8:17618000-17621000,chr13:60720000-60730000,chr11:118891000-118899000
chr4:147245000-147249000,chr19:54887000-54898000,chr2:59476000-59478000,chr8:18712000-18714000,chr13:60756000-60761000,chr11:119356000-119362000
chr4:147795000-147797000,,chr2:59575000-59578000,chr8:24224000-24226000,chr13:63284000-63311000,chr12:15815000-15839000
chr4:148430000-148433000,,chr2:59643000-59645000,chr8:25902000-25904000,chr13:67905000-67917000,chr12:34955000-34982000
chr4:148722000-148723000,,chr2:59678000-59680000,chr8:26517000-26519000,chr13:69038000-69046000,chr12:34985000-35006000
chr4:148724000-148730000,,chr2:60084000-60086000,chr8:29188000-29189000,chr13:73790000-73794000,chr12:35009000-35021000
chr4:148731000-148734000,,chr2:60176000-60178000,chr8:29605000-29607000,chr13:73807000-73811000,chr12:39299000-39318000
chr4:148797000-148799000,,chr2:60183000-60186000,chr8:30320000-30322000,chr13:74100000-74116000,chr12:39321000-39324000
chr4:148875000-148878000,,chr2:60212000-60213000,chr8:33070000-33072000,chr13:74231000-74283000,chr12:39351000-39380000
chr4:148944000-148946000,,chr2:60353000-60355000,chr8:37024000-37027000,chr13:96611000-96623000,chr12:47571000-47581000
chr4:149561000-149564000,,chr2:60494000-60496000,chr8:43908000-43910000,chr13:98174000-98186000,chr12:47584000-47588000
chr4:149969000-149975000,,chr2:61603000-61607000,chr8:47644000-47650000,chr13:98189000-98228000,chr12:47638000-47651000
chr4:149984000-149986000,,chr2:61612000-61613000,chr8:48138000-48139000,chr13:98286000-98294000,chr12:47683000-47694000
chr4:150958000-150973000,,chr2:61848000-61849000,chr8:48740000-48742000,chr13:98574000-98614000,chr12:54196000-54203000
chr4:151158000-151162000,,chr2:62212000-62213000,chr8:56279000-56281000,chr13:100525000-100538000,chr12:54207000-54214000
chr4:151316000-151317000,,chr2:62465000-62466000,chr8:56451000-56461000,chr13:100588000-100596000,chr12:54223000-54237000
chr4:151318000-151321000,,chr2:65164000-65166000,chr8:56522000-56526000,chr13:100602000-100612000,chr12:54262000-54270000
chr4:151389000-151394000,,chr2:65348000-65349000,chr8:61712000-61715000,chr13:114443000-114446000,chr12:54281000-54286000
chr4:151922000-151925000,,chr2:65924000-65926000,chr8:63284000-63286000,chr13:118344000-118370000,chr12:54350000-54355000
chr4:152104000-152115000,,chr2:66435000-66436000,chr8:63845000-63848000,chr13:118375000-118395000,chr12:54483000-54492000
chr4:152238000-152251000,,chr2:69385000-69394000,chr8:63887000-63889000,chr14:18543000-18600000,chr12:54563000-54565000
chr4:152281000-152283000,,chr2:69430000-69431000,chr8:67088000-67090000,chr14:18932000-18971000,chr12:54588000-54590000
chr4:152287000-152292000,,chr2:69448000-69449000,chr8:70878000-70880000,chr14:19247000-19264000,chr12:54863000-54864000
chr4:152300000-152302000,,chr2:69831000-69832000,chr8:70902000-70904000,chr14:20270000-20288000,chr12:54874000-54881000
chr4:152323000-152330000,,chr2:70141000-70142000,chr8:71550000-71552000,chr14:24679000-24684000,chr12:54898000-54901000
chr4:152423000-152428000,,chr2:70257000-70258000,chr8:71662000-71663000,chr14:24695000-24708000,chr12:54925000-54929000
chr4:152479000-152481000,,chr2:70272000-70278000,chr8:74501000-74503000,chr14:25906000-25930000,chr12:54950000-54952000
chr4:152499000-152500000,,chr2:70366000-70370000,chr8:75543000-75544000,chr14:26221000-26230000,chr12:57620000-57623000
chr4:152551000-152561000,,chr2:70505000-70506000,chr8:84240000-84242000,chr14:26500000-26503000,chr12:68123000-68131000
chr4:152646000-152651000,,chr2:70581000-70582000,chr8:84347000-84349000,chr14:29424000-29442000,chr12:73289000-73292000
chr4:152679000-152685000,,chr2:70918000-70920000,chr8:84663000-84667000,chr14:31152000-31179000,chr12:76232000-76238000
chr4:152688000-152690000,,chr2:71136000-71139000,chr8:85535000-85538000,chr14:45305000-45307000,chr12:76241000-76264000
chr4:152751000-152752000,,chr2:71147000-71152000,chr8:88542000-88544000,chr14:49713000-49726000,chr12:76308000-76323000
chr4:152944000-152949000,,chr2:71177000-71180000,chr8:88588000-88590000,chr14:49749000-49756000,chr12:84171000-84194000
chr4:152984000-152988000,,chr2:71331000-71336000,chr8:89450000-89451000,chr14:49764000-49766000,chr12:84210000-84218000
chr4:153014000-153022000,,chr2:71340000-71343000,chr8:92198000-92200000,chr14:49775000-49778000,chr12:84259000-84265000
chr4:153046000-153048000,,chr2:71344000-71347000,chr8:95243000-95244000,chr14:53328000-53371000,chr12:119615000-119620000
chr4:153055000-153057000,,chr2:71382000-71383000,chr8:96490000-96492000,chr14:53389000-53396000,chr12:119644000-119649000
chr4:153061000-153084000,,chr2:71491000-71492000,chr8:97873000-97877000,chr14:53500000-53506000,chr13:9870000-9879000
chr4:153178000-153187000,,chr2:71545000-71553000,chr8:97882000-97887000,chr14:54654000-54664000,chr13:9907000-9910000
chr4:153189000-153190000,,chr2:71589000-71590000,chr8:112137000-112142000,chr14:54671000-54674000,chr13:9941000-9952000
chr4:153477000-153480000,,chr2:71602000-71610000,chr8:113609000-113612000,chr14:55365000-55368000,chr13:9978000-9987000
chr4:153801000-153808000,,chr2:71612000-71618000,chr8:131574000-131575000,chr14:55375000-55380000,chr13:10049000-10060000
chr4:154067000-154069000,,chr2:71669000-71670000,chr9:4759000-4760000,chr14:55387000-55392000,chr13:10066000-10074000
chr4:154496000-154499000,,chr2:71674000-71678000,chr9:4792000-4795000,chr14:55417000-55431000,chr13:10106000-10110000
chr4:154612000-154619000,,chr2:71709000-71710000,chr9:4797000-4800000,chr14:55443000-55445000,chr13:10120000-10124000
chr4:154683000-154687000,,chr2:71782000-71783000,chr9:5345000-5346000,chr14:56476000-56479000,chr13:10164000-10172000
chr5:4760000-4766000,,chr2:72317000-72318000,chr9:5634000-5636000,chr14:59697000-59704000,chr13:10186000-10195000
chr5:5386000-5387000,,chr2:72542000-72543000,chr9:10232000-10234000,chr14:59709000-59719000,chr13:10201000-10204000
chr5:8899000-8901000,,chr2:72838000-72840000,chr9:13173000-13176000,chr14:60558000-60561000,chr13:10214000-10225000
chr5:9269000-9272000,,chr2:72848000-72850000,chr9:13334000-13340000,chr14:62446000-62462000,chr13:10288000-10300000
chr5:9730000-9733000,,chr2:73065000-73066000,chr9:14028000-14029000,chr14:65868000-65876000,chr13:10321000-10333000
chr5:12388000-12391000,,chr2:73078000-73083000,chr9:14357000-14364000,chr14:66709000-66712000,chr13:10338000-10359000
chr5:13404000-13406000,,chr2:73114000-73115000,chr9:16235000-16237000,chr14:66716000-66838000,chr13:26674000-26675000
chr5:17871000-17873000,,chr2:73237000-73239000,chr9:16249000-16251000,chr14:68506000-68518000,chr13:46433000-46443000
chr5:18736000-18740000,,chr2:73285000-73287000,chr9:24899000-24901000,chr14:69042000-69052000,chr13:51438000-51444000
chr5:20088000-20092000,,chr2:73361000-73363000,chr9:24925000-24929000,chr14:69053000-69058000,chr13:51451000-51465000
chr5:20482000-20488000,,chr2:73386000-73387000,chr9:25003000-25006000,chr14:69065000-69085000,chr13:51470000-51479000
chr5:20884000-20885000,,chr2:73771000-73773000,chr9:25105000-25107000,chr14:69337000-69358000,chr13:51491000-51496000
chr5:21187000-21189000,,chr2:74365000-74366000,chr9:26268000-26269000,chr14:75253000-75262000,chr13:51553000-51556000
chr5:22258000-22259000,,chr2:74456000-74459000,chr9:27966000-27969000,chr14:76258000-76282000,chr13:51565000-51578000
chr5:23832000-23840000,,chr2:74475000-74477000,chr9:28114000-28115000,chr14:76292000-76305000,chr13:76341000-76346000
chr5:23921000-23925000,,chr2:74482000-74484000,chr9:31082000-31086000,chr14:76312000-76384000,chr13:76377000-76387000
chr5:23985000-23987000,,chr2:74492000-74493000,chr9:32417000-32418000,chr14:76394000-76421000,chr13:78651000-78659000
chr5:24109000-24119000,,chr2:74498000-74502000,chr9:32446000-32448000,chr14:76438000-76451000,chr13:78672000-78677000
chr5:24129000-24136000,,chr2:74527000-74529000,chr9:32737000-32739000,chr14:98184000-98200000,chr13:84044000-84048000
chr5:24607000-24612000,,chr2:74536000-74538000,chr9:33807000-33808000,chr14:117382000-117462000,chr13:84054000-84058000
chr5:26337000-26339000,,chr2:74547000-74548000,chr9:34239000-34242000,chr14:117466000-117527000,chr13:84071000-84076000
chr5:27148000-27149000,,chr2:74553000-74554000,chr9:41078000-41080000,chr14:117534000-117586000,chr13:84103000-84107000
chr5:27379000-27382000,,chr2:74563000-74565000,chr9:41198000-41199000,chr14:122068000-122070000,chr13:84112000-84114000
chr5:27590000-27594000,,chr2:75409000-75412000,chr9:41331000-41336000,chr15:5975000-5990000,chr13:84118000-84147000
chr5:28445000-28474000,,chr2:75432000-75437000,chr9:41363000-41364000,chr15:10514000-10525000,chr13:84208000-84216000
chr5:28486000-28510000,,chr2:75506000-75509000,chr9:49748000-49754000,chr15:10528000-10594000,chr13:84221000-84223000
chr5:28788000-28795000,,chr2:75577000-75580000,chr9:49816000-49818000,chr15:10610000-10656000,chr13:85717000-85731000
chr5:29800000-29808000,,chr2:75760000-75762000,chr9:50726000-50731000,chr15:25707000-25713000,chr13:90141000-90154000
chr5:29815000-29820000,,chr2:75766000-75767000,chr9:51900000-51901000,chr15:37212000-37213000,chr13:90155000-90168000
chr5:30435000-30447000,,chr2:76139000-76140000,chr9:51918000-51919000,chr15:37216000-37260000,chr13:90178000-90180000
chr5:30865000-30867000,,chr2:76160000-76162000,chr9:52767000-52768000,chr15:37269000-37284000,chr13:90203000-90213000
chr5:30897000-30902000,,chr2:76511000-76513000,chr9:54297000-54299000,chr15:37289000-37292000,chr13:92177000-92184000
chr5:30986000-30991000,,chr2:77114000-77116000,chr9:54458000-54460000,chr15:61870000-61920000,chr13:93771000-93780000
chr5:31072000-31074000,,chr2:77176000-77177000,chr9:56214000-56215000,chr15:61928000-61939000,chr13:93790000-93815000
chr5:32406000-32414000,,chr2:77202000-77203000,chr9:58382000-58384000,chr15:61997000-61999000,chr13:104942000-104954000
chr5:32426000-32432000,,chr2:79056000-79057000,chr9:61935000-61936000,chr15:74371000-74385000,chr13:104982000-104994000
chr5:32492000-32495000,,chr2:79229000-79230000,chr9:64833000-64836000,chr15:75831000-75836000,chr13:105414000-105420000
chr5:33420000-33422000,,chr2:79254000-79256000,chr9:68357000-68361000,chr15:75998000-76006000,chr13:105426000-105437000
chr5:33710000-33721000,,chr2:79259000-79261000,chr9:70480000-70482000,chr15:76010000-76022000,chr13:105466000-105477000
chr5:33723000-33735000,,chr2:84274000-84278000,chr9:71686000-71697000,chr15:76708000-76724000,chr13:105484000-105493000
chr5:33768000-33776000,,chr2:84538000-84542000,chr9:71756000-71760000,chr15:78602000-78607000,chr13:105502000-105514000
chr5:33778000-33787000,,chr2:84575000-84576000,chr9:71772000-71775000,chr15:79425000-79431000,chr13:105520000-105539000
chr5:33793000-33799000,,chr2:84672000-84674000,chr9:71832000-71833000,chr15:79722000-79759000,chr13:105565000-105576000
chr5:33858000-33860000,,chr2:84737000-84738000,chr9:71875000-71878000,chr15:79776000-79782000,chr13:105582000-105605000
chr5:33872000-33913000,,chr2:84851000-84853000,chr9:71905000-71909000,chr15:79786000-79797000,chr13:105613000-105618000
chr5:34007000-34022000,,chr2:84860000-84863000,chr9:72076000-72077000,chr15:81782000-81787000,chr13:106084000-106088000
chr5:34032000-34052000,,chr2:90583000-90585000,chr9:72113000-72115000,chr15:83054000-83063000,chr13:111522000-111525000
chr5:34134000-34137000,,chr2:90686000-90692000,chr9:72332000-72335000,chr15:84089000-84121000,chr13:116091000-116112000
chr5:34299000-34305000,,chr2:90844000-90847000,chr9:73984000-73985000,chr15:84558000-84575000,chr14:15055000-15068000
chr5:34313000-34322000,,chr2:90879000-90880000,chr9:74860000-74861000,chr15:84585000-84600000,chr14:15177000-15192000
chr5:34865000-34866000,,chr2:90916000-90917000,chr9:75489000-75490000,chr15:96018000-96024000,chr14:15215000-15222000
chr5:35373000-35375000,,chr2:90940000-90942000,chr9:75695000-75697000,chr15:96552000-96555000,chr14:24301000-24329000
chr5:35395000-35397000,,chr2:90991000-90992000,chr9:76177000-76178000,chr15:96823000-96848000,chr14:24335000-24345000
chr5:35992000-35997000,,chr2:90995000-90996000,chr9:77697000-77699000,chr15:96860000-96879000,chr14:24350000-24402000
chr5:36210000-36212000,,chr2:91056000-91057000,chr9:79661000-79662000,chr15:97209000-97219000,chr14:24405000-24439000
chr5:36714000-36715000,,chr2:91430000-91432000,chr9:79951000-79953000,chr15:98860000-98867000,chr14:24543000-24561000
chr5:38105000-38115000,,chr2:91436000-91437000,chr9:81059000-81060000,chr15:99666000-99699000,chr14:24575000-24599000
chr5:38444000-38450000,,chr2:91457000-91458000,chr9:83113000-83115000,chr15:100460000-100464000,chr14:45992000-45994000
chr5:38561000-38565000,,chr2:91723000-91725000,chr9:83184000-83186000,chr15:100630000-100636000,chr14:46003000-46014000
chr5:38603000-38604000,,chr2:91726000-91735000,chr9:83483000-83484000,chr15:101098000-101099000,chr14:50909000-50919000
chr5:38606000-38609000,,chr2:91736000-91738000,chr9:83891000-83893000,chr15:101825000-101829000,chr14:60607000-60616000
chr5:38735000-38739000,,chr2:91764000-91765000,chr9:87229000-87231000,chr15:102063000-102071000,chr14:60622000-60627000
chr5:39931000-39934000,,chr2:91766000-91767000,chr9:91154000-91157000,chr16:4397000-4402000,chr14:64187000-64195000
chr5:42038000-42056000,,chr2:91776000-91778000,chr9:91161000-91162000,chr16:4410000-4413000,chr14:64198000-64208000
chr5:44109000-44110000,,chr2:91796000-91797000,chr9:94335000-94339000,chr16:8620000-8637000,chr14:67988000-67996000
chr5:44234000-44236000,,chr2:91824000-91826000,chr9:94344000-94346000,chr16:8656000-8674000,chr14:69234000-69244000
chr5:44388000-44392000,,chr2:91941000-91946000,chr9:94479000-94480000,chr16:8678000-8686000,chr14:100327000-100332000
chr5:52400000-52405000,,chr2:92167000-92176000,chr9:94895000-94896000,chr16:8691000-8697000,chr14:104478000-104499000
chr5:52653000-52660000,,chr2:92201000-92203000,chr9:100315000-100316000,chr16:8700000-8706000,chr14:104504000-104509000
chr5:52759000-52767000,,chr2:92329000-92331000,chr9:100351000-100352000,chr16:10123000-10129000,chr15:11187000-11190000
chr5:52853000-52856000,,chr2:92716000-92717000,chr9:105347000-105348000,chr16:14307000-14325000,chr15:11199000-11218000
chr5:53336000-53340000,,chr2:92774000-92775000,chr9:105350000-105352000,chr16:16140000-16146000,chr15:11227000-11237000
chr5:53475000-53481000,,chr2:92789000-92790000,chr9:109898000-109902000,chr16:16156000-16171000,chr15:11245000-11249000
chr5:53498000-53507000,,chr2:92815000-92817000,chr9:110966000-110967000,chr16:16174000-16187000,chr15:11277000-11284000
chr5:53543000-53550000,,chr2:92978000-92979000,chr9:112451000-112452000,chr16:16795000-16805000,chr15:12984000-12990000
